run_id,arm,task,version,split,attempted,model,seed,n_train,n_test,n_features,duplicates_removed,fit_seconds,macro_f1,weighted_f1,balanced_acc,mcc,accuracy,attack_recall,attack_precision,benign_fpr
5f176506b8b3,A,multiclass,original,day_ordered,as_attack,logreg,51,1651932,866647,72,18296,241.9,0.32987426736275466,0.9896228020882638,0.9794587646411976,0.0,0.9794587646411976,,,
88c89b200746,A,multiclass,original,day_ordered,as_attack,logreg,73,1651932,866647,72,18296,241.9,0.32987426736275466,0.9896228020882638,0.9794587646411976,0.0,0.9794587646411976,,,
b1e62c34bff1,A,multiclass,original,day_ordered,as_attack,random_forest,11,1651932,866647,72,18296,109.6,0.33329198111184394,0.9998759433355318,0.9997519174473575,0.0,0.9997519174473575,,,
4461b84443dd,A,multiclass,original,day_ordered,as_attack,random_forest,23,1651932,866647,72,18296,108.7,0.49993306644540125,0.9998661328908025,0.9997323016176136,0.0,0.9997323016176136,,,
39c6cfe142c3,A,multiclass,original,day_ordered,as_attack,random_forest,37,1651932,866647,72,18296,114.9,0.3332910193101968,0.9998730579305903,0.9997461480856681,0.0,0.9997461480856681,,,
c312d0d0059a,A,multiclass,original,day_ordered,as_attack,random_forest,51,1651932,866647,72,18296,107.4,0.33329198111184394,0.9998759433355318,0.9997519174473575,0.0,0.9997519174473575,,,
4c7b479d4f6f,A,multiclass,original,day_ordered,as_attack,random_forest,73,1651932,866647,72,18296,113.8,0.33329198111184394,0.9998759433355318,0.9997519174473575,0.0,0.9997519174473575,,,
0ceef7a64485,A,multiclass,original,day_ordered,as_attack,xgboost,11,1651932,866647,72,18296,59.2,0.3332473476692787,0.9997420430078362,0.9994842190649711,0.0,0.9994842190649711,,,
dc75818f9559,A,multiclass,original,day_ordered,as_attack,xgboost,23,1651932,866647,72,18296,59.4,0.3332473476692787,0.9997420430078362,0.9994842190649711,0.0,0.9994842190649711,,,
a9b9491735a5,A,multiclass,original,day_ordered,as_attack,xgboost,37,1651932,866647,72,18296,74.5,0.3332473476692787,0.9997420430078362,0.9994842190649711,0.0,0.9994842190649711,,,
93c95257b381,A,multiclass,original,day_ordered,as_attack,xgboost,51,1651932,866647,72,18296,60.0,0.3332473476692787,0.9997420430078362,0.9994842190649711,0.0,0.9994842190649711,,,
786ec574ec16,A,multiclass,original,day_ordered,as_attack,xgboost,73,1651932,866647,72,18296,59.6,0.3332473476692787,0.9997420430078362,0.9994842190649711,0.0,0.9994842190649711,,,
e0a284926a46,A,multiclass,improved,random_70_30,as_attack,logreg,11,1469977,629991,85,3,210.9,0.7922584721943161,0.9903706412777419,0.8311630845039222,0.9777684142514481,0.9907443122203333,,,
5d989274c189,A,multiclass,improved,random_70_30,as_attack,logreg,23,1469977,629991,85,3,199.2,0.8160459964318233,0.9905474888633228,0.8097261343973433,0.9782155578322719,0.9909316164834101,,,
48c5b6e71959,A,multiclass,improved,random_70_30,as_attack,logreg,37,1469977,629991,85,3,214.3,0.7810992108586182,0.990621251758201,0.8294553180227701,0.9784089991905026,0.9910125700208415,,,
826c48527727,A,multiclass,improved,random_70_30,as_attack,logreg,51,1469977,629991,85,3,230.8,0.7852151987457464,0.9905768648655252,0.7798721673991129,0.9781989534380149,0.9909252671863567,,,
be93891c6da3,A,multiclass,improved,random_70_30,as_attack,logreg,73,1469977,629991,85,3,247.3,0.7848132992030092,0.9906930466956058,0.7616914583513311,0.978432022298228,0.9910205066421583,,,
8cee2fb17fd6,A,multiclass,improved,random_70_30,as_attack,random_forest,11,1469977,629991,85,3,142.0,0.9950006219445421,0.9985576990355008,0.9933562272648623,0.9965388084477652,0.9985602968931302,,,
2a75fdb35653,A,multiclass,improved,random_70_30,as_attack,random_forest,23,1469977,629991,85,3,137.2,0.9951997546304343,0.9985579806596159,0.9942154142859041,0.9965390110273489,0.9985602968931302,,,
11154a0978a4,A,multiclass,improved,random_70_30,as_attack,random_forest,37,1469977,629991,85,3,139.7,0.9956268387205743,0.9985595251781731,0.9944399138328569,0.9965423788643736,0.9985618842173936,,,
6829fba76725,A,multiclass,improved,random_70_30,as_attack,random_forest,51,1469977,629991,85,3,137.4,0.9954126213520497,0.9985576291099367,0.9942902825329377,0.9965389165563695,0.9985602968931302,,,
1fbbdf018766,A,multiclass,improved,random_70_30,as_attack,random_forest,73,1469977,629991,85,3,139.1,0.9952532386780055,0.9984955046338743,0.9937340412798259,0.9963897917379155,0.9984983912468591,,,
c196bef6a14a,A,multiclass,improved,random_70_30,as_attack,xgboost,11,1469977,629991,85,3,127.3,0.974781003765041,0.9995313664595622,0.9585819297472784,0.9988742314920256,0.9995317393423081,,,
1ff5802d31bc,A,multiclass,improved,random_70_30,as_attack,xgboost,23,1469977,629991,85,3,128.0,0.97012494250232,0.9994392517205588,0.953421155989636,0.998652940703181,0.999439674535033,,,
4262dd39a1dd,A,multiclass,improved,random_70_30,as_attack,xgboost,37,1469977,629991,85,3,129.4,0.9981504723005339,0.999471323238937,0.9978830934421951,0.9987291284320066,0.9994714210203003,,,
5360e07d76de,A,multiclass,improved,random_70_30,as_attack,xgboost,51,1469977,629991,85,3,126.7,0.9602260981942402,0.9994804136533219,0.9408789766171526,0.9987520876396876,0.9994809449658805,,,
455669921300,A,multiclass,improved,random_70_30,as_attack,xgboost,73,1469977,629991,85,3,126.6,0.9974514683866845,0.9994680744877905,0.9968352286173475,0.9987214945634669,0.9994682463717736,,,
ca87854478fa,A,multiclass,improved,random_70_30,as_benign,logreg,11,1469977,629991,85,3,229.3,0.94593350160954,0.9929720513953475,0.9401800184007202,0.98286328869943,0.992976090134621,,,
0a6bfb3d6851,A,multiclass,improved,random_70_30,as_benign,logreg,23,1469977,629991,85,3,212.2,0.8919377546689601,0.9927869747054086,0.9394765487802909,0.9824072210301521,0.9927903731958075,,,
869d3e969e6e,A,multiclass,improved,random_70_30,as_benign,logreg,37,1469977,629991,85,3,212.4,0.9619801370137012,0.9929819561354317,0.9468882693746357,0.9828917532829179,0.9929903760529912,,,
764ae18ffd09,A,multiclass,improved,random_70_30,as_benign,logreg,51,1469977,629991,85,3,235.7,0.9231683155555304,0.9931085693935339,0.947466300219021,0.9831879015017957,0.9931110126970067,,,
03014b187450,A,multiclass,improved,random_70_30,as_benign,logreg,73,1469977,629991,85,3,211.3,0.8968503518261007,0.9928295003565205,0.865153193413843,0.9825202945521894,0.9928379929237084,,,
8102b45cbdf0,A,multiclass,improved,random_70_30,as_benign,random_forest,11,1469977,629991,85,3,142.1,0.9798567557505246,0.9986311809308666,0.9668523435011136,0.9966524765785225,0.9986349011335083,,,
e228217a1665,A,multiclass,improved,random_70_30,as_benign,random_forest,23,1469977,629991,85,3,142.3,0.9908080869116712,0.9985630069160338,0.9852516819466923,0.9964811234992035,0.9985650588659203,,,
1a00d8ee6a4b,A,multiclass,improved,random_70_30,as_benign,random_forest,37,1469977,629991,85,3,142.3,0.9921141061471782,0.9985936502794753,0.9873792943292649,0.9965595332432916,0.9985968053511876,,,
b8c36ea8c46b,A,multiclass,improved,random_70_30,as_benign,random_forest,51,1469977,629991,85,3,145.8,0.9714425688638022,0.9985941680031724,0.9512496487219371,0.9965589265711022,0.9985968053511876,,,
e3e3d87e35dc,A,multiclass,improved,random_70_30,as_benign,random_forest,73,1469977,629991,85,3,145.7,0.9902158108813778,0.9985553639080323,0.9840214532439424,0.9964658239796453,0.9985587095688668,,,
92c05be56c06,A,multiclass,improved,random_70_30,as_benign,xgboost,11,1469977,629991,85,3,120.8,0.974840991978993,0.9995213929931092,0.9554645306494868,0.9988282928975099,0.9995222153967279,,,
31e0b8ff9d10,A,multiclass,improved,random_70_30,as_benign,xgboost,23,1469977,629991,85,3,118.2,0.9947798284782089,0.9995031761644373,0.9914808424360886,0.9987815768598605,0.9995031675055676,,,
1d761d0ca7ce,A,multiclass,improved,random_70_30,as_benign,xgboost,37,1469977,629991,85,3,117.8,0.9805848886190616,0.999450520032437,0.9664751072663209,0.9986531734000712,0.9994507858048766,,,
0eaaa4d1284b,A,multiclass,improved,random_70_30,as_benign,xgboost,51,1469977,629991,85,3,120.2,0.971795372545993,0.9994931613138183,0.9536430013840972,0.9987582223443623,0.9994936435599874,,,
2a13226d77c2,A,multiclass,improved,random_70_30,as_benign,xgboost,73,1469977,629991,85,3,120.6,0.9711367176296181,0.9994631947789067,0.9548221471190915,0.9986842788954315,0.9994634843989835,,,
405570823d5d,A,multiclass,improved,random_70_30,dropped,logreg,11,1461592,626397,85,3,190.3,0.936559443538807,0.9940711165528555,0.9425893335154988,0.985653182947343,0.9941075707578421,,,
5ddaa9a9f089,A,multiclass,improved,random_70_30,dropped,logreg,23,1461592,626397,85,3,179.6,0.9389895838640084,0.9942497540162846,0.93153503154812,0.9860794577262005,0.994283178239998,,,
40350a63be85,A,multiclass,improved,random_70_30,dropped,logreg,37,1461592,626397,85,3,230.5,0.9199036687860735,0.9943158532546478,0.9252700852692636,0.9862462655745245,0.9943518248012043,,,
4a144a7ca001,A,multiclass,improved,random_70_30,dropped,logreg,51,1461592,626397,85,3,180.8,0.8460288823956961,0.9941875475315912,0.9393265346998485,0.9859261815517908,0.9942209174054154,,,
b65ec31669bb,A,multiclass,improved,random_70_30,dropped,logreg,73,1461592,626397,85,3,206.8,0.925135952697522,0.9940744046111266,0.9484626567044552,0.9856575139001835,0.99411236005281,,,
5a642c680581,A,multiclass,improved,random_70_30,dropped,random_forest,11,1461592,626397,85,3,140.8,0.9836573808704332,0.9986301398010928,0.9726268261511785,0.9966647386307116,0.9986334545024961,,,
da45edfde425,A,multiclass,improved,random_70_30,dropped,random_forest,23,1461592,626397,85,3,138.3,0.9881987376950393,0.9985865257827927,0.9805612096881207,0.9965554298953495,0.998588754416129,,,
0d264eabd62a,A,multiclass,improved,random_70_30,dropped,random_forest,37,1461592,626397,85,3,141.0,0.9922326179324901,0.9986385840707189,0.9875296344018764,0.9966844959086067,0.9986414366607759,,,
cf9850ed0cab,A,multiclass,improved,random_70_30,dropped,random_forest,51,1461592,626397,85,3,141.3,0.9860228328561003,0.9985671568025257,0.976966971164227,0.9965085990659515,0.9985695972362575,,,
f57fae9cf013,A,multiclass,improved,random_70_30,dropped,random_forest,73,1461592,626397,85,3,143.1,0.9897567540929342,0.9985125607424042,0.9832730834243618,0.9963764142575361,0.9985153185599548,,,
8c2c07962b3f,A,multiclass,improved,random_70_30,dropped,xgboost,11,1461592,626397,85,3,137.2,0.9071744170739028,0.9990314782655422,0.9600753552036821,0.9976201514048424,0.9990245802582068,,,
2dd054e85c61,A,multiclass,improved,random_70_30,dropped,xgboost,23,1461592,626397,85,3,117.7,0.9845756153398617,0.9995097977553296,0.9724602750142809,0.9988037222032433,0.9995098954816195,,,
7491b55a34fd,A,multiclass,improved,random_70_30,dropped,xgboost,37,1461592,626397,85,3,116.4,0.9964609187246154,0.9994618505243344,0.9942800307675128,0.9986868692138159,0.9994620025319406,,,
6b1563574649,A,multiclass,improved,random_70_30,dropped,xgboost,51,1461592,626397,85,3,131.6,0.8601721807429881,0.9984959251193195,0.9768063600901096,0.9963258143420782,0.9984945649484273,,,
c8b576005de5,A,multiclass,improved,random_70_30,dropped,xgboost,73,1461592,626397,85,3,116.7,0.9935576493645176,0.9994570270613883,0.9897280276935889,0.9986751837358031,0.9994572132369727,,,
d10961fd01c8,A,multiclass,improved,day_ordered,as_attack,logreg,11,1190337,576714,85,3,55.4,0.24991066906270165,0.9996426762508067,0.9992856077709229,0.0,0.9992856077709229,,,
2c8f1c27bf8a,A,multiclass,improved,day_ordered,as_attack,logreg,23,1190337,576714,85,3,55.4,0.24991066906270165,0.9996426762508067,0.9992856077709229,0.0,0.9992856077709229,,,
7a49b4af26e4,A,multiclass,improved,day_ordered,as_attack,logreg,37,1190337,576714,85,3,55.3,0.24991066906270165,0.9996426762508067,0.9992856077709229,0.0,0.9992856077709229,,,
41bca1db5ace,A,multiclass,improved,day_ordered,as_attack,logreg,51,1190337,576714,85,3,55.6,0.24991066906270165,0.9996426762508067,0.9992856077709229,0.0,0.9992856077709229,,,
80a78280a596,A,multiclass,improved,day_ordered,as_attack,logreg,73,1190337,576714,85,3,55.2,0.24991066906270165,0.9996426762508067,0.9992856077709229,0.0,0.9992856077709229,,,
4d0e1b12a2e8,A,multiclass,improved,day_ordered,as_attack,random_forest,11,1190337,576714,85,3,89.6,0.49999913301763615,0.9999982660352722,0.9999965320765579,0.0,0.9999965320765579,,,
c7373f7e7b0e,A,multiclass,improved,day_ordered,as_attack,random_forest,23,1190337,576714,85,3,87.8,0.3333321773548438,0.9999965320645313,0.9999930641531157,0.0,0.9999930641531157,,,
1dfe5ee2d353,A,multiclass,improved,day_ordered,as_attack,random_forest,37,1190337,576714,85,3,88.5,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
5c67a45f5d2f,A,multiclass,improved,day_ordered,as_attack,random_forest,51,1190337,576714,85,3,88.7,0.3333315993625923,0.9999947980877771,0.9999895962296736,0.0,0.9999895962296736,,,
92f85c922004,A,multiclass,improved,day_ordered,as_attack,random_forest,73,1190337,576714,85,3,89.4,0.3333307323704569,0.9999921971113707,0.9999843943445105,0.0,0.9999843943445105,,,
f9e83f0b832d,A,multiclass,improved,day_ordered,as_attack,xgboost,11,1190337,576714,85,3,41.3,0.3333275533607073,0.999982660082122,0.9999653207655788,0.0,0.9999653207655788,,,
d4716f887091,A,multiclass,improved,day_ordered,as_attack,xgboost,23,1190337,576714,85,3,41.2,0.3333275533607073,0.999982660082122,0.9999653207655788,0.0,0.9999653207655788,,,
be059adecc72,A,multiclass,improved,day_ordered,as_attack,xgboost,37,1190337,576714,85,3,41.4,0.3333275533607073,0.999982660082122,0.9999653207655788,0.0,0.9999653207655788,,,
496382ad57b0,A,multiclass,improved,day_ordered,as_attack,xgboost,51,1190337,576714,85,3,42.1,0.3333275533607073,0.999982660082122,0.9999653207655788,0.0,0.9999653207655788,,,
f18e4a369d58,A,multiclass,improved,day_ordered,as_attack,xgboost,73,1190337,576714,85,3,40.5,0.3333275533607073,0.999982660082122,0.9999653207655788,0.0,0.9999653207655788,,,
6a43dbde87ea,A,multiclass,improved,day_ordered,as_benign,logreg,11,1190337,582778,85,3,35.1,0.2498997930630192,0.9995991722520768,0.9991986657011761,0.0,0.9991986657011761,,,
ecebd9d06dd7,A,multiclass,improved,day_ordered,as_benign,logreg,23,1190337,582778,85,3,35.2,0.2498997930630192,0.9995991722520768,0.9991986657011761,0.0,0.9991986657011761,,,
1ed51f48f16a,A,multiclass,improved,day_ordered,as_benign,logreg,37,1190337,582778,85,3,35.2,0.2498997930630192,0.9995991722520768,0.9991986657011761,0.0,0.9991986657011761,,,
7f88eb515252,A,multiclass,improved,day_ordered,as_benign,logreg,51,1190337,582778,85,3,35.1,0.2498997930630192,0.9995991722520768,0.9991986657011761,0.0,0.9991986657011761,,,
00b59c7abd67,A,multiclass,improved,day_ordered,as_benign,logreg,73,1190337,582778,85,3,35.2,0.2498997930630192,0.9995991722520768,0.9991986657011761,0.0,0.9991986657011761,,,
0cb13331ffd8,A,multiclass,improved,day_ordered,as_benign,random_forest,11,1190337,582778,85,3,86.9,0.49999957101981457,0.9999991420396291,0.9999982840807305,0.0,0.9999982840807305,,,
a9b1bfa3d805,A,multiclass,improved,day_ordered,as_benign,random_forest,23,1190337,582778,85,3,86.6,0.49999957101981457,0.9999991420396291,0.9999982840807305,0.0,0.9999982840807305,,,
88088c83e25b,A,multiclass,improved,day_ordered,as_benign,random_forest,37,1190337,582778,85,3,84.8,0.49999957101981457,0.9999991420396291,0.9999982840807305,0.0,0.9999982840807305,,,
0f053f2e6463,A,multiclass,improved,day_ordered,as_benign,random_forest,51,1190337,582778,85,3,87.6,0.49999957101981457,0.9999991420396291,0.9999982840807305,0.0,0.9999982840807305,,,
68963afe9fbc,A,multiclass,improved,day_ordered,as_benign,random_forest,73,1190337,582778,85,3,86.9,0.49999957101981457,0.9999991420396291,0.9999982840807305,0.0,0.9999982840807305,,,
fb5238caa460,A,multiclass,improved,day_ordered,as_benign,xgboost,11,1190337,582778,85,3,38.1,0.3333321893832279,0.9999965681496835,0.9999931363229223,0.0,0.9999931363229223,,,
aa3e734fc2e6,A,multiclass,improved,day_ordered,as_benign,xgboost,23,1190337,582778,85,3,37.8,0.3333321893832279,0.9999965681496835,0.9999931363229223,0.0,0.9999931363229223,,,
3ad0510999d2,A,multiclass,improved,day_ordered,as_benign,xgboost,37,1190337,582778,85,3,37.9,0.3333321893832279,0.9999965681496835,0.9999931363229223,0.0,0.9999931363229223,,,
cdb28f15937a,A,multiclass,improved,day_ordered,as_benign,xgboost,51,1190337,582778,85,3,38.4,0.3333321893832279,0.9999965681496835,0.9999931363229223,0.0,0.9999931363229223,,,
04e8c8250cbe,A,multiclass,improved,day_ordered,as_benign,xgboost,73,1190337,582778,85,3,51.9,0.3333321893832279,0.9999965681496835,0.9999931363229223,0.0,0.9999931363229223,,,
34bc24dea4f2,A,multiclass,improved,day_ordered,dropped,logreg,11,1184422,576714,85,3,34.1,0.33321075497858926,0.9996322649357677,0.9992648002302701,0.0,0.9992648002302701,,,
9ed9909aa9b1,A,multiclass,improved,day_ordered,dropped,logreg,23,1184422,576714,85,3,34.1,0.33321075497858926,0.9996322649357677,0.9992648002302701,0.0,0.9992648002302701,,,
c0bb5b36cb04,A,multiclass,improved,day_ordered,dropped,logreg,37,1184422,576714,85,3,34.0,0.33321075497858926,0.9996322649357677,0.9992648002302701,0.0,0.9992648002302701,,,
766cfb4aa32e,A,multiclass,improved,day_ordered,dropped,logreg,51,1184422,576714,85,3,34.1,0.33321075497858926,0.9996322649357677,0.9992648002302701,0.0,0.9992648002302701,,,
1b0b2ce2140e,A,multiclass,improved,day_ordered,dropped,logreg,73,1184422,576714,85,3,34.1,0.33321075497858926,0.9996322649357677,0.9992648002302701,0.0,0.9992648002302701,,,
dd6857c4385b,A,multiclass,improved,day_ordered,dropped,random_forest,11,1184422,576714,85,3,86.9,0.4999986995253267,0.9999973990506534,0.9999947981148368,0.0,0.9999947981148368,,,
496bb38b01f1,A,multiclass,improved,day_ordered,dropped,random_forest,23,1184422,576714,85,3,84.8,0.4999995665091939,0.9999991330183877,0.9999982660382789,0.0,0.9999982660382789,,,
02361867e39b,A,multiclass,improved,day_ordered,dropped,random_forest,37,1184422,576714,85,3,85.5,0.4999995665091939,0.9999991330183877,0.9999982660382789,0.0,0.9999982660382789,,,
75a4be310c73,A,multiclass,improved,day_ordered,dropped,random_forest,51,1184422,576714,85,3,87.2,0.4999995665091939,0.9999991330183877,0.9999982660382789,0.0,0.9999982660382789,,,
761e57078434,A,multiclass,improved,day_ordered,dropped,random_forest,73,1184422,576714,85,3,85.1,0.4999995665091939,0.9999991330183877,0.9999982660382789,0.0,0.9999982660382789,,,
483fbdd4ae07,A,multiclass,improved,day_ordered,dropped,xgboost,11,1184422,576714,85,3,38.5,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
f9e1f985a921,A,multiclass,improved,day_ordered,dropped,xgboost,23,1184422,576714,85,3,38.1,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
e15f68a2f641,A,multiclass,improved,day_ordered,dropped,xgboost,37,1184422,576714,85,3,38.5,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
aa610428c8c8,A,multiclass,improved,day_ordered,dropped,xgboost,51,1184422,576714,85,3,37.1,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
610919d782dc,A,multiclass,improved,day_ordered,dropped,xgboost,73,1184422,576714,85,3,35.7,0.333331310365715,0.999993931097145,0.9999878622679526,0.0,0.9999878622679526,,,
103b7048ffee,B,multiclass,label_original,random_70_30,n/a,logreg,11,1123493,481497,72,,,0.6516258686462232,0.9822309665832838,0.6497477423422577,0.9447352064752217,0.9817818179552521,,,
e69db6e9c0c8,B,multiclass,label_original,random_70_30,n/a,logreg,23,1123493,481497,72,,,0.6978626663820806,0.9819562110660144,0.6760369509261391,0.9439420097956209,0.9814495209731318,,,
873d97cea647,B,multiclass,label_original,random_70_30,n/a,logreg,37,1123493,481497,72,,,0.6896646669799578,0.9816968502480508,0.6672590299885098,0.9430973520760876,0.9812169130856475,,,
ed85e753f08e,B,multiclass,label_original,random_70_30,n/a,logreg,51,1123493,481497,72,,,0.6975409241669781,0.9819003974414358,0.672523321764835,0.9437200482924042,0.9814329061240257,,,
1992497e8a87,B,multiclass,label_original,random_70_30,n/a,logreg,73,1123493,481497,72,,,0.7164069416478761,0.9822403696618265,0.7109370228378331,0.9448393839694623,0.981765203106146,,,
7221837ba38b,B,multiclass,label_original,random_70_30,n/a,random_forest,11,1123493,481497,72,,,0.8517922129842673,0.9999112149647437,0.8256986083352064,0.999726217744393,0.9999148488983317,,,
8021db06d70e,B,multiclass,label_original,random_70_30,n/a,random_forest,23,1123493,481497,72,,,0.8689571706080309,0.9999151932297902,0.8528407565084217,0.9997328661383098,0.9999169257544699,,,
507a46642b39,B,multiclass,label_original,random_70_30,n/a,random_forest,37,1123493,481497,72,,,0.870779824028382,0.9999434597293891,0.8581664729809853,0.999833038179359,0.9999480785965437,,,
169893436cc1,B,multiclass,label_original,random_70_30,n/a,random_forest,51,1123493,481497,72,,,0.8720465904202493,0.9999164200528197,0.8593367896301225,0.9997462045637274,0.9999210794667465,,,
e23d3b33d234,B,multiclass,label_original,random_70_30,n/a,random_forest,73,1123493,481497,72,,,0.8761181410535495,0.9999197829729856,0.8652706131168437,0.9997462776347086,0.9999210794667465,,,
d151d321dda5,B,multiclass,label_original,random_70_30,n/a,xgboost,11,1123493,481497,72,,,0.8245188717876444,0.9998740217521906,0.7995581006931861,0.9995993599703922,0.9998753886317049,,,
ccbe26476069,B,multiclass,label_original,random_70_30,n/a,xgboost,23,1123493,481497,72,,,0.7963793102131486,0.9998413852197112,0.7923242609551414,0.9994925126445576,0.9998421589334928,,,
88ea9eaf8cec,B,multiclass,label_original,random_70_30,n/a,xgboost,37,1123493,481497,72,,,0.6279480935203589,0.9985574116892468,0.6321051141162795,0.9951457118601631,0.9984901255874907,,,
c7deb82c4e1b,B,multiclass,label_original,random_70_30,n/a,xgboost,51,1123493,481497,72,,,0.8539277977527429,0.999795111055001,0.8076725536854149,0.9993521056587847,0.9997985449545895,,,
d9f5b1e29835,B,multiclass,label_original,random_70_30,n/a,xgboost,73,1123493,481497,72,,,0.6870034627261068,0.9992749599910529,0.6817924607938829,0.9976433755319728,0.999266869783197,,,
6b6fbb7bb557,B,multiclass,label_original,day_ordered,n/a,logreg,11,891643,533343,72,,,0.3328601712020759,0.9985805136062278,0.9971650513834437,0.0,0.9971650513834437,,,
40a790962697,B,multiclass,label_original,day_ordered,n/a,logreg,23,891643,533343,72,,,0.3328601712020759,0.9985805136062278,0.9971650513834437,0.0,0.9971650513834437,,,
f94cb780cf1a,B,multiclass,label_original,day_ordered,n/a,logreg,37,891643,533343,72,,,0.3328601712020759,0.9985805136062278,0.9971650513834437,0.0,0.9971650513834437,,,
9a5fcbbc9dad,B,multiclass,label_original,day_ordered,n/a,logreg,51,891643,533343,72,,,0.3328601712020759,0.9985805136062278,0.9971650513834437,0.0,0.9971650513834437,,,
36995e7f1cf5,B,multiclass,label_original,day_ordered,n/a,logreg,73,891643,533343,72,,,0.3328601712020759,0.9985805136062278,0.9971650513834437,0.0,0.9971650513834437,,,
93c0d94a2716,B,multiclass,label_original,day_ordered,n/a,random_forest,11,891643,533343,72,,,0.3333089569926346,0.9999268709779038,0.9998537526507332,0.0,0.9998537526507332,,,
897f887434ea,B,multiclass,label_original,day_ordered,n/a,random_forest,23,891643,533343,72,,,0.4999756242534928,0.9999512485069857,0.9999025017671554,0.0,0.9999025017671554,,,
f03f3deabc7f,B,multiclass,label_original,day_ordered,n/a,random_forest,37,891643,533343,72,,,0.33332302070120273,0.9999690621036083,0.999938126121464,0.0,0.999938126121464,,,
